"paper","long_cite","short_cite","doi","expt_num","expt_cond","pretty_cond_name","subj","specific_subject_id","sex","agedays","order","exposure_phase","train1","train2","train3","train4","train5","train6","train7","train8","train9","train10","train11","train12","train13","train14","last_train_trial","last_train_looking","expected1","expected2","expected3","unexpected1","unexpected2","unexpected3","num_trials","exp_or_control","equal_per_nov","domain","principle","PI_group","stim_loop","paper_expt_info","data_contains_all_trials"
"sanal-hayes_2022","Sanal-Hayes, N. E., Hayes, L. D., Walker, P., Mair, J. L., & Bremner, J. G. (2022). Adults’ Understanding and 6-To-7-Month-Old Infants’ Perception of Size and Mass Relationships in Collision Events. Applied Sciences, 12(19), 9846.","Sanal-Hayes et al. (2022)","10.3390/app12199846","2","2_large","Sanal-Hayes et al (2022) Exp 2 Large","13","sanal-hayes_2022.2.2_large.13",NA,NA,"exp","habituation",5.528961477624,2.82921701435156,2.61169647342312,2.80106583469908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",2.80106583469908,1.93479233440203,NA,NA,2.82921701435156,NA,NA,2,"experimental","yes","physics","inertia","bremner","yes","sanal-hayes_2022.2.2_large","yes"
"sanal-hayes_2022","Sanal-Hayes, N. E., Hayes, L. D., Walker, P., Mair, J. L., & Bremner, J. G. (2022). Adults’ Understanding and 6-To-7-Month-Old Infants’ Perception of Size and Mass Relationships in Collision Events. Applied Sciences, 12(19), 9846.","Sanal-Hayes et al. (2022)","10.3390/app12199846","2","2_large","Sanal-Hayes et al (2022) Exp 2 Large","14","sanal-hayes_2022.2.2_large.14",NA,NA,"exp","habituation",3.09565650012471,2.27049983753241,2.82921701435156,1.53725752354828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",1.53725752354828,2.74560101501692,NA,NA,2.82921701435156,NA,NA,2,"experimental","yes","physics","inertia","bremner","yes","sanal-hayes_2022.2.2_large","yes"
"sanal-hayes_2022","Sanal-Hayes, N. E., Hayes, L. D., Walker, P., Mair, J. L., & Bremner, J. G. (2022). Adults’ Understanding and 6-To-7-Month-Old Infants’ Perception of Size and Mass Relationships in Collision Events. Applied Sciences, 12(19), 9846.","Sanal-Hayes et al. (2022)","10.3390/app12199846","2","2_large","Sanal-Hayes et al (2022) Exp 2 Large","15","sanal-hayes_2022.2.2_large.15",NA,NA,"exp","habituation",3.38718773362133,2.03399125864675,1.44773461466332,1.09417428370521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",1.09417428370521,3.97490162749475,NA,NA,3.85742553069697,NA,NA,2,"experimental","yes","physics","inertia","bremner","yes","sanal-hayes_2022.2.2_large","yes"
"sanal-hayes_2022","Sanal-Hayes, N. E., Hayes, L. D., Walker, P., Mair, J. L., & Bremner, J. G. (2022). Adults’ Understanding and 6-To-7-Month-Old Infants’ Perception of Size and Mass Relationships in Collision Events. Applied Sciences, 12(19), 9846.","Sanal-Hayes et al. (2022)","10.3390/app12199846","2","2_large","Sanal-Hayes et al (2022) Exp 2 Large","16","sanal-hayes_2022.2.2_large.16",NA,NA,"exp","habituation",4.61817682229978,2.66445624192942,2.36316069370579,3.2219926385285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",3.2219926385285,5.15516951223468,NA,NA,2.94467955106552,NA,NA,2,"experimental","yes","physics","inertia","bremner","yes","sanal-hayes_2022.2.2_large","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","12","skerry_2013.1.1.12","f",96,"unexp","habituation",12.4,7.7,8.8,6.1,6.2,8,7.3,12.3,7.2,6.3,9.1,13.1,NA,NA,"12",13.1,5.7,4.8,8.1,4.8,5.9,6,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","17","skerry_2013.1.1.17","m",111,"unexp","habituation",8.6,19.5,9.4,6.1,8,7.7,5.8,10.7,9.1,9.7,NA,NA,NA,NA,"10",9.7,15,5.8,4.9,25.6,13.2,10.9,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","19","skerry_2013.1.1.19","m",107,"exp","habituation",45,7.6,11.5,11.5,8.6,6,NA,NA,NA,NA,NA,NA,NA,NA,"6",6,5.8,7.5,9.2,6,6.2,7.5,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","23","skerry_2013.1.1.23","f",116,"unexp","habituation",15.7,11.2,4.4,6.6,10.2,7.9,8.4,5.6,7.5,4.8,13.7,2.9,NA,NA,"12",2.9,6.8,1.5,5.8,5.8,5,7.7,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","24","skerry_2013.1.1.24","m",120,"exp","habituation",7.7,10.3,5.8,4.6,4,2.4,NA,NA,NA,NA,NA,NA,NA,NA,"6",2.4,2.2,2.1,2.7,2.3,2.5,1.9,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","27","skerry_2013.1.1.27","f",103,"exp","habituation",45,6.7,45,27.4,19.2,18.6,28.8,19.8,17.2,20,45,16,NA,NA,"12",16,45,8.3,10.1,25.3,18.5,12.9,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","33","skerry_2013.1.1.33","m",114,"unexp","habituation",45,17.4,8.4,13.4,7.3,9.6,NA,NA,NA,NA,NA,NA,NA,NA,"6",9.6,6.3,45,12.1,7.6,20.5,20.9,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","43","skerry_2013.1.1.43","m",93,"exp","habituation",6.4,6.7,5,9,6.8,7.7,9.4,6.7,6.9,7.7,NA,NA,NA,NA,"10",7.7,2.5,4.3,6.8,3.7,4.8,2.9,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","50","skerry_2013.1.1.50","f",116,"unexp","habituation",9.4,7.4,37.2,8.6,17.4,3.5,44.5,42.1,17.1,22.5,19.1,26.5,NA,NA,"12",26.5,17.9,21.4,3,8.8,4.5,20.7,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","52","skerry_2013.1.1.52","m",108,"exp","habituation",8.6,6.5,6.5,5.1,6.3,6.2,5.9,7.3,10.1,6.1,9.1,8.4,NA,NA,"12",8.4,12.7,3.6,6.4,8.4,6.9,11.2,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","59","skerry_2013.1.1.59","m",99,"unexp","habituation",13.2,7.1,5.6,45,45,16.7,31.6,9.8,25.7,21,4.1,7.6,NA,NA,"12",7.6,4.7,3.6,11.4,6.8,30.9,8.2,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","65","skerry_2013.1.1.65","f",112,"unexp","habituation",3.5,6.3,15,11,7.5,12.7,10.1,8.3,9.9,14.5,13.3,9.6,NA,NA,"12",9.6,7.4,45,45,15.7,45,45,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","67","skerry_2013.1.1.67","m",121,"exp","habituation",12.3,7.4,25.8,5.9,26.6,8.4,9.6,18.8,25.4,17,8.7,10.3,NA,NA,"12",10.3,6.8,3,4.8,8.1,12.4,5.9,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","77","skerry_2013.1.1.77","m",105,"exp","habituation",22.9,8.6,4.7,11.9,7.2,6.9,5,6.7,NA,NA,NA,NA,NA,NA,"8",6.7,8.7,4.9,5.1,9.1,2.8,2,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","81","skerry_2013.1.1.81","m",115,"unexp","habituation",7.7,14.2,5.9,5.5,5,3.6,12.3,4.4,10,7,6,3.7,NA,NA,"12",3.7,2.6,2.5,6.2,5.7,5.7,5.5,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","84","skerry_2013.1.1.84","f",118,"exp","habituation",13.1,5.6,5.5,3.1,4.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,"6",2.5,5,4,3.4,6.1,3.9,2.6,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","88","skerry_2013.1.1.88","m",110,"unexp","habituation",45,45,45,45,45,45,32.8,20.7,7,NA,NA,NA,NA,NA,"9",7,15,6.8,6.1,25,7.4,19.3,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","89","skerry_2013.1.1.89","m",103,"exp","habituation",45,36.8,26.3,45,20.7,7.6,6.1,NA,NA,NA,NA,NA,NA,NA,"7",6.1,7.8,13.5,4.1,6.4,7.5,19.6,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","106","skerry_2013.1.1.106","f",111,"exp","habituation",13.1,45,9.2,16.7,6.3,5.5,35.6,44.3,45,43.1,45,15.8,NA,NA,"12",15.8,22.7,8.2,7.8,28.2,7.8,11.4,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","1","1","Skerry et al (2013) Exp 1","107","skerry_2013.1.1.107","f",99,"unexp","habituation",2,1.4,11.4,6.3,4.1,10.8,14.8,8.6,9,10.8,6.1,10.3,NA,NA,"12",10.3,2.2,4.6,7.4,7.2,6.9,7.6,6,"experimental","no","psychology","constraints","spelke","no","skerry_2013.1.1","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","13","skerry_2013.2.2.13","m",98,"unexp","habituation",13.1,7.6,5.9,8.4,30,3.2,23.2,12,28,4.6,9.4,4.8,NA,NA,"12",4.8,4.9,3.3,3.9,5.3,5.8,5.2,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","18","skerry_2013.2.2.18","f",116,"exp","habituation",24.1,4.7,4.6,11.5,9.4,7.1,45,21.7,8.4,8.8,7.3,8.9,NA,NA,"12",8.9,5.7,14.5,9.8,5.2,4.9,5.7,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","32","skerry_2013.2.2.32","f",104,"exp","habituation",45,45,45,37.8,45,13.8,33.6,22.8,45,NA,NA,NA,NA,NA,"9",45,45,35.3,13.5,45,7.8,7.5,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","36","skerry_2013.2.2.36","f",101,"exp","habituation",5.5,11.9,2.6,3.9,8.3,11.9,15.9,13.4,3.3,7.8,4.2,2.1,NA,NA,"12",2.1,15.6,5.6,22.1,4.2,5.8,11.8,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","37","skerry_2013.2.2.37","m",105,"exp","habituation",35.5,44.4,10.2,26.5,23.9,13.4,7.7,NA,NA,NA,NA,NA,NA,NA,"7",7.7,7.7,16.9,14,6.6,9.8,32.1,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","39","skerry_2013.2.2.39","f",107,"exp","habituation",17.3,5.7,6.5,6.9,12.1,11.1,12.1,17.2,22.1,6.1,5.7,16.3,NA,NA,"12",16.3,11.9,7.7,8.7,7.1,7.1,11.8,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","45","skerry_2013.2.2.45","m",109,"unexp","habituation",3.1,4.8,3.9,10.5,5.2,4.4,12.4,7.1,1,8.4,10.9,12.9,NA,NA,"12",12.9,11.9,6.6,45,34.1,15.3,16.6,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","57","skerry_2013.2.2.57","m",108,"exp","habituation",45,45,37.2,13.9,9.8,15.5,9.4,NA,NA,NA,NA,NA,NA,NA,"7",9.4,18.9,5.6,6.1,7,15.5,10.1,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","66","skerry_2013.2.2.66","f",93,"unexp","habituation",26.3,12,11.7,4.8,5.6,7.3,NA,NA,NA,NA,NA,NA,NA,NA,"6",7.3,11,18.2,1.2,9.1,18.1,7.9,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","73","skerry_2013.2.2.73","m",107,"unexp","habituation",3.2,12.8,19.1,16.7,26.6,11.4,11.7,11.2,10.1,21,18.2,11.7,NA,NA,"12",11.7,8.9,7.5,14.1,14.3,14.3,12.5,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","75","skerry_2013.2.2.75","f",102,"unexp","habituation",15.1,36.7,45,45,27.5,9.3,19.3,4.1,NA,NA,NA,NA,NA,NA,"8",4.1,6,6.3,29,6.8,14.9,5.5,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","79","skerry_2013.2.2.79","f",122,"unexp","habituation",7.5,5.8,6.6,5.6,7.5,8.5,8,5.5,5.4,1.8,2.9,2.4,NA,NA,"12",2.4,16.5,11.2,6.7,14.8,13.8,11.1,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","83","skerry_2013.2.2.83","f",113,"exp","habituation",8.8,3.2,6.2,5.3,2.9,3.1,2.4,NA,NA,NA,NA,NA,NA,NA,"7",2.4,13.3,6,17,1.9,4.7,8.1,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","90","skerry_2013.2.2.90","m",115,"unexp","habituation",10.8,8.5,8.5,18.4,16.3,7.6,14.3,10.1,12.9,45,45,33.3,NA,NA,"12",33.3,6.5,6.5,7.8,21,8.8,5.3,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","91","skerry_2013.2.2.91","f",97,"unexp","habituation",2.9,3.1,7.5,5.4,8.7,7.8,5.7,5.5,4.9,1.4,3.9,9.3,NA,NA,"12",9.3,6.3,6.5,6.2,4.6,2.5,6.5,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","94","skerry_2013.2.2.94","m",97,"unexp","habituation",19.6,6.3,4.1,12.5,6.3,5.8,4.6,4.6,6.6,10.8,6.7,34.6,NA,NA,"12",34.6,19.9,16,7.8,7.9,9.2,6.6,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","97","skerry_2013.2.2.97","f",119,"exp","habituation",13.1,8.5,6.5,28.6,7.8,5.5,28.6,9.6,37.4,4.9,12.2,41.3,NA,NA,"12",41.3,26.3,18.3,10.8,12.9,17.7,20.4,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","98","skerry_2013.2.2.98","m",119,"exp","habituation",45,42.7,16.7,45,21.9,39.7,28.9,12.3,12.3,NA,NA,NA,NA,NA,"9",12.3,7.3,7.4,12.2,7.8,9.7,9.3,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","100","skerry_2013.2.2.100","m",94,"exp","habituation",7.9,8.2,14.8,18.3,6.5,14.8,36.3,21.3,43,6.2,10.8,35.3,NA,NA,"12",35.3,28.2,15.7,11.2,15,13.4,12.6,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","2","2","Skerry et al (2013) Exp 2","108","skerry_2013.2.2.108","m",102,"unexp","habituation",4.1,23.8,13.3,8.7,9.4,19.9,8.5,5.7,11.2,6.1,11.4,20.6,NA,NA,"12",20.6,9.3,9.7,5.3,9.6,0.6,2.6,6,"control","no","psychology","constraints","spelke","no","skerry_2013.2.2","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","3","3","Skerry et al (2013) Exp 3","1","skerry_2013.3.3.1","m",109,"unexp","habituation",12.2,6.8,45,6.9,31.2,14,8.8,8.3,12.8,NA,NA,NA,NA,NA,"9",12.8,5.5,4.4,3.3,4.7,4.7,3,6,"control","no","psychology","constraints","spelke","no","skerry_2013.3.3","yes"
"skerry_2013","Skerry, A. E., Carey, S. E., & Spelke, E. S. (2013). First-person action experience reveals sensitivity to action efficiency in prereaching infants. Proceedings of the National Academy of Sciences, 110(46), 18728-18733.","Skerry, Carey, & Spelke (2013)","10.1073/pnas.1312322110","3","3","Skerry et al (2013) Exp 3","2","skerry_2013.3.3.2","f",103,"unexp","habituation",31.5,6,6.5,6.7,5.5,5.9,4.9,6.5,NA,NA,NA,NA,NA,NA,"8",6.5,9.1,29.8,5.1,12.1,6.1,22.2,6,"control","no","psychology","constraints","spelke","no","skerry_2013.3.3","yes"
